-arvoinen	-arvoidnen
reškiđ	reikit
rešmi	rešmi
reštiđ	reitit
ribjâ	ribja
riddo	riddo
riddokuávlu	riddokoavlu
riddoláá	riddolá
riddoniđ	riddonit
riddoviemmâr	riddoviepmar
rieggee	rieggei
riegis	riegis
riehti	riehti
riehtiđ	riehtit
riehtâ	riehta
riehâ	rieha
rievdâdiđ	rievdadit
rievtis	rievtis
rievtistiđ	rievtistit
rievtâgergi	rievtagergi
rieštiđ	rieitit
riges	riges
rigesvuotâ	rigesvuota
riggee	riggei
riggodâh	riggodat
riggodâttâđ	riggodadtat
riggođ	riggot
rigášiđ	rigášit
riijkâ	ridjka
riijkâvuálásâš	ridjkavoalásaš
riijkâvuálásâšvuotâ	ridjkavoalásašvuota
riimmân	ripman
riičâs	ričas
riišâ	riša
rijdeđ	rdjdet
rijdo	rdjdo
rijduu	rdjdu
rijdáskiđ	rdjdáskit
rijdâliđ	rdjdalit
rijgá	rdjgá
rijjâ	rdjja
rijjâtátulâš	rdjjadátulaš
rijjâvuotâ	rdjjavuota
rijjâäigi	rdjjaáigi
rijttáđ	rdjhttát
rijváđ	rdjvát
rikkođ	rihkkot
rilláđ	rillát
rimnje	rimnji
rimnjo	rimnjo
rimnjođ	rimnjot
rimnjâliđ	rimnjalit
rimččáđ	rimhččát
rimččâliđ	rimhččalit
rimške	rimiki
rimškođ	rimikot
rippo	rihppo
rippokuáti	rihppokoati
rippásiđ	rihppásit
rippâ	rihppa
ripsottiđ	riksohttit
ripáttiđ	ripáhttit
ripâstiđ	ripastit
ripšâttâllâđ	ripšadtallat
risthâs	risthas
ristâ	rista
ristâlâsân	ristalasan
ristâlâš	ristalaš
rivgoo	rivgo
riähtániđ	reahtánit
riäiháđ	reaihát
riänduđ	reandut
riännáđ	readnát
riänttu	reanhttu
riänttáđ	reanhttát
riäpu	reapu
riäská	reaská
riätká	reatgá
riävdu	reavdu
riävnu	reavdnu
riävská	reavská
riävskávälli	reavskáválli
riävtui	reavtui
riäváttâllâđ	reaváhttallat
riäŋkku	reaŋhkku
ričče	rihčči
riččáđ	rihččát
riđo	riđo
riššo	riššo
riššâ	rišša
riššâsäggi	riššasággi
robdâ	robda
robdâhuámášuttem	robdahoamášuhtten
rogge	roggi
rohhoođ	rohhot
rohhááttiđ	rohháhttit
rohâdâs	rohadas
rohâstiđ	rohastit
rokke	rohkki
rokkeluđ	rohkkelut
rokkâđ	rohkkat
rome	romi
ronediđ	ronedit
ronedâttâđ	ronedadtat
ronno	rodno
ronnodâh	rodnodat
rooccâd	rohccat
roohâđ	rohat
roonnig	rodnit
roossâđ	rossat
roottâđ	rohttat
roppe	rohppi
roppâ	rohppa
roppâđ	rohppat
roske	roski
roskekoori	roskekori
roskelitte	roskelihtti
roskiđ	roskit
rossâ	rossa
rotoi	rotoi
rottâsiđ	rohttasit
rovvi	rovvi
rovvâđ	rovvat
rubbođ	rubbot
ruddođ	ruddot
ruggâđ	ruggat
ruhnođ	ruhnot
ruhâdâs	ruhadas
ruigo	ruigo
rukkoos	ruhkkos
rummâš	rupmaš
rummâšuási	rupmašoasi
rumppiđ	rumhppit
rumâduđ	rumadut
rumâšlâš	rumašlaš
rundođ	rundot
ruohâstiđ	ruohastit
ruoinâs	ruoidnas
ruoinâđ	ruoidnat
ruoinâšiđ	ruoidnašit
ruojijdiđ	ruojdjdit
ruojâ	ruoja
ruojâstiđ	ruojastit
ruokkâd	ruohkkat
ruokâsmiđ	ruokasmit
ruollâ	ruolla
ruomčâstiđ	ruomčastit
ruonâs	ruonas
ruopsisvuásáš	ruoksisvoasáš
ruossâ	ruossa
ruossâhâš	ruossahaš
ruossâlâs	ruossalas
ruossâlâsân	ruossalasan
ruostâ	ruosta
ruosâdiđ	ruosadit
ruosâttiđ	ruosadtit
ruottiđ	ruohttit
ruottâpeivi	ruohttabeivi
ruottâđ	ruohttat
ruotâdiđ	ruotadit
ruotâkielâ	ruotagiela
ruotâs	ruotas
ruotâsmuđ	ruotasmut
ruotâstittiđ	ruotastihttit
ruotâstiđ	ruotastit
ruotâstuđ	ruotastut
ruotâttiđ	ruotadtit
ruoččâđ	ruohččat
ruođâ	ruođa
ruoŋâ	ruoŋa
ruoškâđ	ruoikat
ruošâkielâ	ruošagiela
ruošâs	ruošas
ruoššâ	ruošša
russoođ	russot
rustâ	rusta
ruttâ	ruhtta
ruttâdiđ	ruhttadit
ruttâluđ	ruhttalut
ruttâtuálu	ruhttadoalu
ruuki	ruki
ruumâš	rumaš
ruutiin	rutidn
ruuvtâmitto	ruvtamihtto
ruvgâliđ	ruvgalit
ruvviđ	ruvvit
ruzze	ruzzi
ruábbáá	roabbá
ruáhu	roahu
ruáhuttiđ	roahuhttit
ruáhásistiđ	roahásistit
ruáhásiđ	roahásit
ruáhásâddâđ	roahásaddat
ruáibuđ	roaibut
ruáibáđ	roaibát
ruáinudiđ	roaidnudit
ruáinudâttâđ	roaidnudadtat
ruáinuđ	roaidnut
ruáiru	roairu
ruáiskuliđ	roaiskulit
ruáiskuđ	roaiskut
ruákki	roahkki
ruákášâttâđ	roakášadtat
ruámmuđ	roapmut
ruámnjádâhpieggâ	roamnjádahbiegga
ruámčči	roamhčči
ruámččááttiđ	roamhččáhttit
ruánjis	roanjis
ruánnu	roadnu
ruánnuđ	roadnut
ruántti	roanhtti
ruánuáldu	roanoaldu
ruánučuáđgi	roanučoađgi
ruánáá	roaná
ruánááeennâmlâš	roanáeadnamlaš
ruáppániđ	roahppánit
ruástil	roastil
ruástudiđ	roastudit
ruástumettum	roastumehttun
ruástuđ	roastut
ruáttuđ	roahttut
ruáttáá	roahttá
ruátuluđ	roatulut
ruávdádittiđ	roavdádihttit
ruávdáduttiđ	roavdáduhttit
ruávis	roavis
ruávkku	roavhkku
ruávru	roavru
ruávádâh	roavádat
ruávŋi	roavŋi
ruáŋguđ	roaŋgut
ruáŋgáđ	roaŋgát
ruáŋis	roaŋis
ruáŋkki	roaŋhkki
ruášku	roaiku
ruáškuđ	roaikut
ruđâttuđ	ruđadtut
ruŋgo	ruŋgo
ruŋŋiittâllâđ	ruŋŋihttallat
ruškodiđ	ruikodit
ruškáđ	ruikát
ruškâd	ruikat
rušmosmittiđ	rušmosmihttit
ružžáđ	ružžát
ryeksi	ruoksi
ryemčči	ruomhčči
ryetti	ruohtti
ryevdi	ruovdi
ryevdipállu	ruovdipállu
ryeššilâš	ruoššilaš
rábbuđ	rábbut
rágguđ	rággut
ráhtiđ	ráhtit
ráhtulâšvuotâ	ráhtulašvuota
ráhtádâs	ráhtádas
ráhtádâttâđ	ráhtádadtat
ráhtálâšvuotâ	ráhtálašvuota
ráigáá	ráigá
ráilu	ráilu
ráivuđ	ráivut
ráiđu	ráiđu
ráiđukove	ráiđukovi
ráiđutáálu	ráiđutálu
rámmá	rápmá
rámškuđ	rámikut
ránnjá	rádnjá
ránudiđ	ránudit
ránásmiđ	ránásmit
ráptu	ráktu
rásáduđ	rásádut
rátká	rátgá
rávhudiđ	rávhudit
rávhuttem	rávhuhtten
rávhuttuttiđ	rávhuhttuhttit
rávhuttuđ	rávhuhttut
rávhálâš	rávhálaš
ráváttâllâđ	ráváhttallat
rááju	ráju
rááján	ráján
ráánu	ránu
ráássuđ	rássut
ráátu	rátu
ráávhu	rávhu
ráávuh	rávut
ráđádâh	ráđádat
ráđádâllâm	ráđádallan
ráđádâllâđ	ráđádallat
rášuarve	rášuarvi
râkkân	ragkan
räbbi	rábbi
rähtee	ráhtei
rähtittiđ	ráhtihttit
rähtiđ	ráhtit
räi	rái
räigi	ráigi
räigidiđ	ráigidit
räijejeijee	rádjejedjei
räiđee	ráiđei
räiđi	ráiđi
rämidiđ	rámidit
ränisnuárju	ránisnoarju
ränisoppuu	ránisohppu
rännee	rádnei
rätkiđ	rátgit
rävisolmooš	rávisolbmoš
rävkki	rávhkki
rävŋi	rávŋi
räägis	rágis
rääjist	rájist
räämi	rámi
räänis	ránis
rääsi	rási
räättiđ	ráhttit
rääđi	ráđi
räđidiđ	ráđidit
räđđejeijee	ráđđejedjei
saahâ	sáha
saahâd	sáhat
saaibâs	sáibas
saajeest	sájeast
saallâđ	sállat
saalâs	sálas
saanah	sánat
saanjâ	sánja
saargâ	sárga
saargâs	sárgas
saarrâđ	sárrat
saasâ	sása
saaveeh	sáveat
saaveehnjune	sáveahnjuni
saaveehpäddi	sáveahbáddi
saaveehvárvu	sáveahvárvu
saavzah	sávzat
saavâ	sáva
saaččâđ	sáhččat
saađđâđ	sáđđat
saaŋaaš	sáŋáš
saddađ	saddat
saddeđ	saddet
saggiđ	saggit
sagâstiđ	sagastit
sahe	sahi
saheliđ	sahelit
sahhii	sahhi
sahhiittâllâđ	sahhihttallat
saijaa	sadjá
saijeem	sadjean
saimâ	saima
saivâ	saiva
saivâčääci	saivačáci
sajadâh	sajadat
sajan	sajan
sajanmáksu	sajanmáksu
sajasis	sajasis
sajattâh	sajahttat
saje	saji
sajessuonâ	sajessuona
sajestis	sajestis
sajettem	sajehtten
sajettuđ	sajehttut
sakkoáldu	sahkkoáldu
salbâstiđ	salbastit
salgii	salgi
salgâ	salga
salkkađ	salhkkat
salkkiđ	salhkkit
salkkâniđ	salhkkanit
salliđ	sallit
salloođ	sallot
salttiistiđ	salhttistit
salttiđ	salhttit
sannjii	sadnji
sappadistiđ	sahppadistit
sappadiđ	sahppadit
sappeed	sahppeat
sapâristiđ	saparistit
sapârâs	saparas
sarapäddi	sarapáddi
sare	sari
sarettuđ	sarehttut
sargâstiđ	sargastit
sargâđ	sargat
sarves	sarves
sarâläbži	saralábži
sattuđ	sahttut
satâččiđ	satahččit
savadittiđ	savadihttit
savadâh	savadat
savestiđ	savestit
savjâ	savja
savjâčääci	savjačáci
savjâđ	savjat
savo	savo
savosuonâ	savosuona
savveeđ	savveat
savzâ	savza
savzâduh	savzadut
savâstiđ	savastit
savâstâllâđ	savastallat
savŋeliđ	savŋelit
sačâliđ	sačalit
sađhme	sađhmi
saŋestavdâ	saŋestavda
saŋkko	saŋhkko
seegis	seagis
seehi	seahi
seeibuš	seaibuš
seeljah	sealjat
seellâđ	seallat
seervij	searvdj
seettiđ	seahttit
seevi	seavi
seevtil	seavtil
seeččâl	seahččal
seeŋâs	seaŋas
seggi	seggi
segidiđ	segidit
sehhiđ	sehhit
seivâgist	seivagist
sekkâ	sehkka
seles	seles
selgi	selgi
selgiruođâ	selgiruođa
selgisuonâ	selgisuona
selgâniđ	selganit
selgâttiđ	selgadtit
selvâttiđ	selvadtit
selâttiđ	seladtit
selâttâs	seladtas
semmuđ	sepmut
septinjune	sektidnjuni
servi	servi
servidiđ	servidit
servikodde	servikoddi
servikoddepargee	servikoddepargei
servâđ	servat
setitoho	setitoho
sevetäävtih	sevetávtit
sevŋâd	sevŋat
sevŋâniđ	sevŋanit
sečâlâs	sečalas
seđŋiittâttâđ	seđŋihttadtat
seđŋiđ	seđŋit
seŋes	seŋes
seŋgâloovdâ	seŋgalovda
sibžádâh	sibžádat
siebliđ	sieblit
sieivâ	sieiva
sieiŋânjune	sieiŋanjuni
siejâ	sieja
siemin	siemidn
siemâ	siema
sieptiđ	siektit
sierriđ	sierrit
sierrâđ	sierrat
sierâ	siera
sierâdiđ	sieradit
sierânistiđ	sieranistit
sierânâs	sieranas
siessâl	siessal
sieđgâ	sieđga
sieđgâluđ	sieđgalut
signaal	signál
sihodâttâđ	sihodadtat
siholdâh	siholdat
siholdâs	siholdas
sihostiđ	sihostit
sihtâ	sihta
siigur	sigur
siijvost	sidjvost
siikuur-	sikur-
siillâđ	sillat
siimpâl	simpal
siisâ	sisa
siittâđ	sihttat
siivvâd	sivvat
sij	sdj
sijdâ	sdjda
sijdâkyeimi	sdjdaguoimi
sijgâ	sdjga
sijgâdiđ	sdjgadit
sijmá	sdjmá
sijvo	sdjvo
sijvuht	sdjvuht
sikkođ	sihkkot
silbâ	silba
silde	sildi
sile	sili
sillee	sillei
silloođ	sillot
silluđ	sillut
silppođ	silhppot
sino	sidno
sinoluđ	sidnolut
sirdeđ	sirdet
sirottâsah	sirohttasat
siskediđ	siskedit
siskiš	siskiš
siste	sisti
sistees	sisteas
sistáád	sistát
sistáán	sistán
site	siti
sittá	sihttá
siveldiđ	siveldit
sivlo	sivlo
sivnediđ	sivdnedit
sivnáđ	sivdnát
sivo	sivo
sivâstiđ	sivastit
siäbládâh	seabládat
siähuđ	seahut
siähálâsmuáti	seahálasmoati
siäijuđ	seadjut
siäiludiđ	seailudit
siäiluttiđ	seailuhttit
siäivuđ	seaivut
siäkku	seahkku
siälulâš	sealulaš
siäládâh	sealádat
siämmást	seapmást
siämmáá	seapmá
siämmáánáál	seapmánál
siämmáš	seapmáš
siärgádiđ	seargádit
siäsá	seasá
siävuttiđ	seavuhttit
siävuttâs	seavuhttas
siävvuđ	seavvut
siävŋus	seavŋus
siävŋál	seavŋál
siävŋánittiđ	seavŋánihttit
siävŋánuđ	seavŋánut
siävŋášiđ	seavŋášit
siäđus	seađus
siäđđuđ	seađđut
siđâruđ	siđarut
siŋnaal	siŋnál
skaallân	skállan
skaappuđ	skáhpput
skaađiđ	skáđit
skainiđ	skaidnit
skainâšuđ	skaidnašut
skalijdiđ	skaldjdit
skalmiđ	skalbmit
skalvâđ	skalvat
skappuđ	skahpput
skarbâđ	skarbat
skarppaa	skarhppá
skarppađ	skarhppat
skarttiđ	skarhttit
skavadiđ	skavadit
skačâlistiđ	skačalistit
skačâlittiđ	skačalihttit
skaŋkkâđ	skaŋhkkat
skeikkiđ	skeihkkit
skelmušiđ	skelbmušit
skelmâ	skelbma
skemmiđ	skepmit
skerčijdiđ	skerčdjdit
skerčádittiđ	skerčádihttit
skerčâgittiđ	skerčagihttit
skerčâgiđ	skerčagit
skeŋkkâ	skeŋhkka
skiilhâs	skilhas
skiillân	skillan
skiiltâr	skiltar
skiippâđ	skihppat
skiivâs	skivas
skiiđáár	skiđár
skikkâ	skihkka
skikâlâš	skikalaš
skilettiđ	skilehttit
skilijdiđ	skildjdit
skilkkeđ	skilhkket
skilkkáđ	skilhkkát
skinne	skidnni
skinnemuáddá	skidnnemoaddá
skippii	skihppi
skippáár	skihppár
skipárâš	skipáraš
skirnádiđ	skirnádit
skirviittiđ	skirvihttit
skirviittâllâđ	skirvihttallat
skirvâniđ	skirvanit
skirvânâddâđ	skirvanaddat
skirčče-	skirhčče-
skitârdiđ	skitardit
skivŋe	skivŋi
skiämmáđ	skeapmát
skiärru	skearru
skiärruđ	skearrut
skičijdiđ	skičdjdit
skiđârdiđ	skiđardit
skižestiđ	skižestit
skolijdiđ	skoldjdit
skolkkâliđ	skolhkkalit
skolmo	skolbmo
skoollân	skollan
skoorrân	skorran
skoođâs	skođas
skooŋkâs	skoŋkas
skovorâššâđ	skovoraššat
skovos	skovos
skovviđ	skovvit
skođeruššâđ	skođeruššat
skođmođ	skođmot
skuibâ	skuiba
skuiperdiđ	skuiperdit
skuirepuásui	skuirepoasui
skuirâgiđ	skuiragit
skulliđ	skullit
skulčottiđ	skulčohttit
skulččeđ	skulhččet
skummiđ	skupmit
skuottâ	skuohtta
skuppiđ	skuhppit
skurnáttiđ	skurnáhttit
skurčâgiđ	skurčagit
skurččuu	skurhčču
skurččáá	skurhččá
skuuiper	skuiper
skuvgááttiđ	skuvgáhttit
skuvgâliđ	skuvgalit
skuvriđ	skuvrit
skuáibááttiđ	skoaibáhttit
skuálkkiđ	skoalhkkit
skuálkkáđ	skoalhkkát
skuálkuttiđ	skoalkuhttit
skuánnáá	skoadná
skuánnáđ	skoadnát
skuáppu	skoahppu
skuápálittiđ	skoapálihttit
skuárádâh	skoarádat
skuárččuđ	skoarhččut
skuáttu	skoahttu
skuávhádiđ	skoavhádit
skuávkkiđ	skoavhkkit
skuávkkááttiđ	skoavhkkáhttit
skuáččur	skoahččur
skuážurdiđ	skoažurdit
skučeluđ	skučelut
skučálistiđ	skučálistit
skučâgiđ	skučagit
skuččáđ	skuhččát
skuđálgiđ	skuđálgit
skužestiđ	skužestit
skyelfi	skuolfi
skyennidiđ	skuodnidit
skájuttâttâđ	skájuhttadtat
skálžu	skálžu
skááđá	skáđá
skážžár	skážžár
skälvi	skálvi
skärtti	skárhtti
skäävi	skávi
smaavâs	smávas
smakkiđ	smahkkit
smakkâ	smahkka
smiergâliđ	smiergalit
smiettâđ	smiehttat
smietâstid	smietastit
smiärgááttiđ	smeargáhttit
smiärruđ	smearrut
smiäru	smearu
smolkkiđ	smolhkkit
smákku	smáhkku
smätti	smáhtti
snavgis	snavgis
snavgâd	snavgat
snelkkiđ	snelhkkit
snielah	snielat
snielâhistiđ	snielahistit
snikkár	snihkkár
snjirgođ	snjirgot
snjirriittiđ	snjirrihttit
snorâniđ	snoranit
snuibe	snuibi
snuollâđ	snuollat
snuálttuđ	snoalhttut
snuđgeđ	snuđget
snuđgođ	snuđgot
snáittu	snáihttu
snäldee	snáldei
snärkkiluđ	snárhkkilut
sogge	soggi
soggiđ	soggit
sogâdiđ	sogadit
sohteđ	sohtet
sohtâđ	sohtat
sohâluđ	sohalut
soiccâliđ	soihccalit
soicettiđ	soicehttit
soijiđ	sodjit
soinâđ	soidnat
sojopoccee	sojopohccei
soksii	soksi
soksâmijguim	soksamdjguin
solge	solgi
sollâ	solla
sollâdiđ	solladit
solâstiđ	solastit
somijdiđ	somdjdit
sondiđ	sondit
sonnjoođ	sodnjot
sonnâ	sodna
sooda	soda
soogâs	sogas
soohâđ	sohat
sooijiđ	sodjit
soollâđ	sollat
soommân	sopman
sooppâđ	sohppat
soosi	sosi
soovsâ	sovsa
soovsâkaamuv	sovsagámuv
soovsâluđ	sovsalut
soovsâčalme	sovsačalbmi
soovđâs	sovđas
soođâ	sođa
sooŋâš	soŋaš
sopâmettum	sopamehttun
sopâmuš	sopamuš
sopâvâš	sopavaš
sorduđ	sordut
sore	sori
sorjođ	sorjot
soro	soro
sorolâš	sorolaš
sorttâ	sorhtta
sorttâdiđ	sorhttadit
sorváđ	sorvát
sorččáđ	sorhččát
sote	soti
sotkâđ	sotgat
sotkâšuđ	sotgašut
sottáán	sohttán
soves	soves
sovestiđ	sovestit
sovkkâliđ	sovhkkalit
sovle	sovli
sovláá	sovlá
sovskaamuv	sovskámuv
sovâdâttâđ	sovadadtat
sovâttiđ	sovadtit
sovâttâllâđ	sovadtallat
sovđâ	sovđa
sovđâđ	sovđat
soŋottiđ	soŋohttit
spaanjâ	spánja
spaassip	spássit
spaihâstiđ	spaihastit
sparhâttâs	sparhadtas
sparrodiđ	sparrodit
spelliđ	spellit
spiddáádâttâđ	spiddádadtat
spiekki	spiehkki
spiekâstiđ	spiekastit
spiijkár	spidjkár
spiiđđâđ	spiđđat
spijne	spdjni
spirppáá	spirhppá
spiäkkuđ	speahkkut
spiđgeđ	spiđget
spižá	spižá
spižže	spižži
spižžiđ	spižžit
spolččâđ	spolhččat
spoorrân	sporran
spooviđ	spovit
sporijdem	spordjden
sporijdiđ	spordjdit
sporriđ	sporrit
spálččá	spálhččá
spááđá	spáđá
späigiđ	spáigit
späilihât	spáilihat
spälli	spálli
spääilih	spáilit
spääjeeh	spájeat
sraŋgâ	sraŋga
srevžâđ	srevžat
srijkkiđ	srdjhkkit
sruuviđ	sruvit
sruuváđ	sruvát
staainâh	stáidnat
staaruđ	stárut
staatus	státus
staaviđ	stávit
staađâ	stáđa
stagguđ	staggut
staibâđ	staibat
staippâđ	staihppat
stajediđ	stajedit
stalliđ	stallit
stanccađ	stanhccat
standiđ	standit
stappiđ	stahppit
stapâlistiđ	stapalistit
stapârâššâđ	staparaššat
starttađ	starhttat
statistiik	statistik
steellig	steallit
steemmig	steapmit
steevvil	steavvil
steikkiistiđ	steihkkistit
stelliđ	stellit
stemppâl	stemhppal
steŋgiđ	steŋgit
stielâs	stielas
stiiváđ	stivát
stijlâsâš	stdjlasaš
stijváđ	stdjvát
stivrejeijee	stivrejedjei
stivrim	stivrin
stivriđ	stivrit
stivrâ	stivra
stivrâkodde	stivragoddi
stiämmáđ	steapmát
stiärguđ	steargut
stoigâđ	stoigat
stokke	stohkki
stokkeriävdu	stohkkereavdu
stokkeuáivi	stohkkeoaivi
stokkođ	stohkkot
stokkádiđ	stohkkádit
stondiđ	stondit
stoohâ	stoha
stookkâđ	stohkkat
stoorgâs	storgas
stormâ	storbma
stovli	stovli
stukkâ	stuhkka
stuljiđ	stuljit
stulláá	stullá
stulččeđ	stulhččet
stuorrâkietkâm	stuorragietgan
stuorâh	stuorat
stuppâniđ	stuhppanit
sturccâđ	sturhccat
sturcádâh	sturcádat
stuullâđ	stullat
stuuččâđ	stuhččat
stuárguđ	stoargut
stuárráámuš	stoarrámuš
stuárudâh	stoarudat
stuárááh	stoarát
stuárášiđ	stoarášit
stuŋgiittiđ	stuŋgihttit
styeres	stuores
stággu	stággu
stáinâr	stáidnar
stáálu	stálu
stäjediđ	stájedit
stäjideijee	stájidedjei
stäjidiđ	stájidit
stänži	stánži
stääli	stáli
sudde	suddi
suddo	suddo
suddo-ollee	suddo-ollei
suddodiđ	suddodit
suddoduđ	suddodut
suddâdiđ	suddadit
sudes	sudes
suhâjäämmim	suhajápmin
suhâlâš	suhalaš
suhčâdiđ	sukčadit
suhčâdum	sukčadun
suhčâduđ	sukčadut
suibođ	suibot
suijuáivi	sudjoaivi
suijâ	sudja
suilottiđ	suilohttit
suitteđ	suihttet
suittuđ	suihttut
sujâhánnáá	sujahádná
sujâlâš	sujalaš
sujâttem	sujadten
sujâttiđ	sujadtit
sujâttâs	sujadtas
sukkájyelgi	suhkkájuolgi
sukkâr	suhkkar
sukkârjáávuh	suhkkarjávut
sukkârnallii	suhkkarnalli
sukkârnjaddeđ	suhkkarnjaddet
sukkârčalme	suhkkarčalbmi
suldeliđ	suldelit
suldeđ	suldet
sulgâđ	sulgat
sullâsâš	sullasaš
suládiđ	suládit
sulâstittiđ	sulastihttit
sun	sun
sundáttâllâđ	sundáhttallat
sunnuu	sudnu
suogârdiđ	suogardit
suohisuáivi	suohisoaivi
suohâd	suohat
suohâdâs	suohadas
suoi	suoi
suoivâ	suoiva
suoksâ	suoksa
suolgâi	suolgai
suolluš	suolluš
suollâgittiđ	suollagihttit
suolâ	suola
suomâkielâ	suomagiela
suomâs	suomas
suomâstiđ	suomastit
suonniđ	suodnit
suonâkiäsáttâh	suonageasáhttat
suoppiđ	suohppit
suoppâinalmai	suohppaidnalbmai
suoppânjalmai	suohppanjalbmai
suorgiittiđ	suorgihttit
suorgâniđ	suorganit
suorgâttiđ	suorgadtit
suorgâttâllâđ	suorgadtallat
suormâ	suorbma
suormâdâhviermi	suorbmadahvierbmi
suoskâmkumi	suoskamgumi
suoskâđ	suoskat
suotkiđ	suotgit
suotâs	suotas
suotâstâllâđ	suotastallat
suovkkâ	suovhkka
suovvâđ	suovvat
suovâ	suova
suovâlodde	suovaloddi
suovâs	suovas
suovâstiđ	suovastit
suovâtivre	suovadivri
suoččâđ	suohččat
suođđâđ	suođđat
suptâ	sukta
surmâniđ	surbmanit
surmâšuđ	surbmašut
surruđ	surrut
surâdâttâđ	suradadtat
sust	sust
sutettiđ	sutehttit
sutto	suhtto
suttâdiđ	suhttadit
suttâđ	suhttat
sutâdiđ	sutadit
suuhâ	suha
suuhâđ	suhat
suulân	sulan
suulâst	sulast
suunâttâllâđ	sunadtallat
suurrâđ	surrat
suuvres	suvres
suuvrâs	suvras
suvdeđ	suvdet
suvle	suvli
suvneđ	suvdnet
suvre	suvri
suvráá	suvrá
suvrâstiđ	suvrastit
suvâttum	suvadtun
suvâttuđ	suvadtut
suvčâgittiđ	suvčagihttit
suvčâgiđ	suvčagit
suábbi	soabbi
suábástiđ	soabástit
suáhudâs	soahudas
suáhuđ	soahut
suáibildiđ	soaibildit
suáibuđ	soaibut
suáittiđ	soaihttit
suájá	soajá
suájádiđ	soajádit
suáldát	soaldát
suállum	soallun
suálmudiđ	soalbmudit
suálmuđ	soalbmut
suálnum	soalnun
suálui	soalui
suáládittiđ	soaládihttit
suáládiđ	soaládit
suálágittiđ	soalágihttit
suámi	soami
suámis	soamis
suámittem	soamihtten
suámudiđ	soamudit
suámálâš	soamálaš
suánju	soanju
suáppuđ	soahpput
suápáttem	soapáhtten
suárooh	soarot
suárviluđ	soarvilut
suárváš	soarváš
suátialmai	soatialbmai
suávuttiđ	soavuhttit
suávvuđ	soavvut
suáđgiđ	soađgit
suáđis	soađis
suáđistittiđ	soađistihttit
syebdee	suobdei
syeini	suoidni
syeiniaččinj	suoidniahččidnj
syeldiđ	suoldit
syeligâs	suoligas
syelni	suolni
syemmilâš	suopmilaš
syenjir	suonjir
syergi	suorgi
syeri	suori
syfilis	syfilis
systeem	systean
systemaatlâš	systemátlaš
sáhuttuđ	sáhuhttut
sáhánjune	sáhánjuni
sáigu	sáigu
sákku	sáhkku
sálbu-	sálbu-
sálbuttiđ	sálbuhttit
sálttáá	sálhttá
sálvulâs	sálvulas
sámás	sámás
sámástiđ	sámástit
sánádâllâđ	sánádallat
sánálâš	sánálaš
sáppuđ	sáhpput
sárgum	sárgun
sárguđ	sárgut
sárnoo	sárno
sárnudiđ	sárnudit
sárnum	sárnun
sárnum-	sárnum-
sárnuttâllâđ	sárnuhttallat
sárnuđ	sárnut
sárnáá	sárná
sátku	sátgu
sáttu	sáhttu
sáttán	sáhttán
sávjáduvvâš	sávjáduvvaš
sávru	sávru
sávrudiđ	sávrudit
sávruđ	sávrut
sááhá	sáhá
sááháviđá	sáháviđá
sáávjáš	sávjáš
säggi	sággi
säiđi	sáiđi
sältittem	sáltihtten
sälttipuolâš	sálhttipuolaš
sämieennâm	sámieadnan
sämikielâ	sámikiela
sämioppuu	sámiohppu
sämmilâš	sápmilaš
sänittuđ	sánihttut
säplignjuolâ	sáplignjuola
säplignjuolâs	sáplignjuolas
säpligtivgâ	sápligtivga
säppi	sáhppi
särgi	sárgi
särni	sárni
säti-	sáti-
sätináálá	sátidnálá
sätioornig	sátiornit
sätitábáhtus	sátitábáhtus
sättiđ	sáhttit
sävri	sávri
sävviđ	sávvit
sävŋi	sávŋi
säältis	sáltis
säämi	sámi
sääni	sáni
säärgis	sárgis
säđgimpiäsáš	sáđgimpeasáš
ta	da
taa	dá
taabžâs	dábžas
taaijuv	dádjuv
taaiđâtyeji	dáiđaduoji
taalhâs	dálhas
taammittáá	dápmihttá
taammuđusâš	dápmuđusaš
taammâđ	dápmat
taarbâs	dárbas
taarbâš	dárbaš
taarbâšlâš	dárbašlaš
taas	dás
taat	dát
taavaakeččin	dávákehččidn
taavaapeln	dávápeln
taavâs	dávas
taađaat	dáđát
tabadâllâđ	dabadallat
tabbeláhháá	dabbeláhhá
tabbeláá	dabbelá
tabediđ	dabedit
tabžâđ	dabžat
taggaar	daggár
tagopeht	dagopeht
tahhee	dahhei
taho	daho
taibâđ	daibat
taigâđ	daigat
tainâskiđ	daidnaskit
takki	dahkki
takkâ	dahkka
tali	dali
tallaaš	dalláš
talle	dalli
talssiđ	dalssit
talvâsâš	dalvasaš
talvâđ	dalvat
talâstiđ	dalastit
talâttiđ	daladtit
tame	dami
tammimáánu	dapmimánu
tamâdiđ	damadit
tamâttiđ	damadtit
tamâšuđ	damašut
tane	dani
tappiittâttâđ	dahppihttadtat
tappâ	dahppa
tapčasiđ	dapčasit
tarbâslâš	darbaslaš
tarbâšiđ	darbašit
tarbâšuđ	darbašut
tarjâđ	darjat
tarkkuđ	darhkkut
tarvaniđ	darvanit
tarvettiđ	darvehttit
tassaaš	dassáš
tast	dast
tastan	dastan
tastko	dastgo
tastmaŋa	dastmaŋa
tavaniđ	davanit
tavas	davas
tavaskulij	davaskuldj
tavdâ	davda
tave	davi
tave-	dave-
tavediđ	davedit
tavemustáá	davemustá
tavepiegâpeln	davepiegabeln
