-aikainen	-áigásâš
ensi-ilta	vuosâeehid
ensiapu	vuosâiše
ensiesitys	álgučááitus
ensiksi	vuosmuštáá
ensimmäinen	vuosmuš
ensimmäiseksi	oovdemustáá
ensinkään	eissigin
ensisijainen	vuosâsajasâš
ensisijaisesti	vuosâsajasávt
entinen	oovdiš
entisaikaan	tovle
entisaikainen	toovláš
entisöidä	ovdištiđ
enää	innig
epilepsia	jámálgemtavdâ
epileptikko	epileptijkkár
epä-	epi-
epäillä	epidiđ
epäilys	vävjim
epäinhimillinen	olmoošmettum
epäjumala	epi-immeel
epäjärjestys	moive
epäkelpo	tuhhiimettum
epäkäslihas	čuámáttâstekki
epälooginen	epiloogâlâš
epäluonnollinen	epiluándulâš
epäluotettava	epilyetittettee
epäluottamus	epiluáttámuš
epäluuloinen	vávjálâs
epämetalli	epimeetaal
epämiellyttävä	suámittem
epämiellyttävästi	suámittemeht
epämukava	unohâs
epämääräinen	määrittelemätön
epänormaali	epinormaal
epäoikeudenmukainen	epivuoigâdvuođâlâš
epäonni	luhottesvuotâ
epäonninen	luhottem
epäonnistua	falskiittâttâđ
epäorgaaninen	epiorgaanlâš
epäpoliittinen	epipooliitlâš
epäpätevä	epitohálâš
epärehellinen	epirehelâš
epäreilu	epivuoigâlâš
epäröidä	kuávdálistiđ
epäselvä	epičielgâs
epäsiisteys	turgáávuotâ
epäsiisti	turgáá
epäsopu	sopâmettumvuotâ
epäsuora	epinjuolgâd
epäsäännöllinen	epinjuolgâduslâš
epätarkka	epitärkki
epätarkoituksenmukaisesti	nälittemeht
epätasainen	epitäässiv
epätasapaino	epitäsitiäddu
epätavallinen	epitáválâš
epäterveellinen	epitiervâslâš
epätodennäköinen	epioskottettee
epätoivo	epituáivu
epätosi	epituotâ
epätäydellinen	epitievâslâš
epäusko	epiosko
epäuskoinen	epioskolâš
epäuskottava	epioskottettee
epävakaa	epistääđis
epävarma	epivises
epävarmuus	epitiätu
epäviihtyisyys	myesittemesvuotâ
epäviihtyisä	myesittem
epävirallinen	epivirgálâš
epäyhtenäinen	epioovtâdlâš
epäystävällinen	epiustevlâš
erakko	erakko
erehdyksessä	vahâgist
erehdys	feilâ
erehtyä	erehtuđ
erektio	puojâ
erheellinen	puástu-
eri	ei
eriarvoinen	eresárvulâš
erikielinen	ereskielâg
erikoinen	epitáválâš
erikoisajoneuvo	sierânâsfiävru
erikoisasema	sierânâssaje
erikoislääkäri	spesiaaltuáhtár
erikoisperintä	sierânâspeerrâm
erikoistapaus	sierânâstábáhtus
erikoistua	spesiaališuđ
erikseen	sierâ
erilainen	ereslágán
erillinen	sierâ
erimielinen	sierâmielâlâš
erinomainen	eromâš
eriperintäinen	eresgeenâg
eripura	sierâmielâlâšvuotâ
eriskummallinen	oomâs
erisnimi	jiešnommâ
eriste	sierânistee
eristetty	sierrejum
eristin	sierrejeijee
eristys	sierânistem
eristysnauha	sierrimpäddi
eristäytyä	sierâluđ
eristää	sierriđ
erisuuruinen	sierâstuárusâš
erisuuruus	sierâstuárudâh
erisuuruusmerkki	sierâstuárudâhmerkkâ
erite	vuočâ
eritellä	čovdâččiđ
erittyä	vuáččuđ
erittäin	eromâš
erittää	vuáčuttiđ
erityinen	eromâš
erityisesti	eromâšávt
erityismaininta	sierânâsmainâšume
erityisopettaja	sierânâsmáttáátteijee
erityispiirre	sierânâsjiešvyehi
erityselin	vuáčuttemorgaan
erivapaus	sierâlope
erivärinen	eresivnásâš
eriytyä	sierâniđ
eriävä	spiekâsteijee
erkkeri	seinimokke
ero	iäru
eroosio	eroosio
eroottinen	eerootlâš
erota	iärániđ
erotella	sierriđ
erotiikka	erotiik
erottaa	
erottelu	sierrim
erottua	iärániđ
erotuomari	iärutuámmár
erotus	iäruttâs
erä	uási
erämaa	meccikuávlu
eränkäynti	meccipivdo
eräopas	mecciuápis
eräs	mottoom
eräänlainen	mottoomlágán
erääntymätön	máksupeivittem
erääntyä	šoddâđ
esi-ihminen	algâolmooš
esi-isä	ovdâeeči
esiaste	ovdâtääsi
esihistoria	ovdâhistorjá
esiintyjä	artist
esiintymisalue	tiettumkuávlu
esiintymä	iđos
esiintyä	lavalla
esikaupunki	ovdâkaavpug
esikoinen	vuoččinšoddâm
esikoulu	ovdâškovlâ
esikunta	ovdâkodde
esikuva	ovdâkove
esiliina	ovdâlijne
esillä	näytteillä
esimaku	ovdâsmakkâ
esimerkillinen	ovdâmerhâlâš
esimerkki	ovdâmerkkâ
esimies	hovdâ
esine	tiŋgâ
esineellistää	tiŋgâstittiđ
esiopetus	ovdâmáttááttâs
esipiha	ovdâkärdin
esipuhe	ovdâsaahâ
esirippu	ovdâloovdâ
esirukous	ovdârukkoos
esisopimus	ovdâsopâmuš
esite	tieđettemkirjááš
esitellä	tuoda
esitelmä	oovdânpyehtim
esittelijä	oovdânpyehtee
esittely	asian
esittäjä	čäittee
esittää	asia
esitutkinta	ovdâtutkâm
esitys	asian
esityslista	äššilisto
esivalta	esiväldi
esivanhempi	maadâr
esivuokrasopimus	ovdâláigusopâmuš
eskimo	inuk
espanjalainen	espanjalâš
este	eestâ
esteellinen	estâlâš
esteettinen	esteetlâš
esteettömyys	estâttesvuotâ
esteettömyystodistus	estâttesvuođâtuođâštâs
esteetön	iästuttes
estejuoksu	eestâkaččâm
estellä	estâliđ
estin	estee
esto	iästu
estoton	iästuttem
estyä	estuđ
estää	estiđ
etaani	eetaan
etana	rippo
etappi	eetaap
eteen	oovdân
eteenpäin	ovdâskuávlui
etelä	mäddi
etelä-	maadâ-
eteläinen	máddáápiälááš
eteläisin	mädimus
etelänapa	maadânääpi
etelätuuli	kesipieggâ
etenkin	aainâs
etevä	ápálâš
etikka	eetik
etiäinen	oovdâš
etninen	etnisâš
etoa	illávaijeeđ
etsijä	occee
etsin	uusân
etsintä	oco
etsintäkuulutus	uuccâmkulluuttâs
etsiskellä	usâdiđ
etsittää	usâttiđ
etsiytyä	usâdâttâđ
etsiä	uuccâđ
ettomies	puásuioccee
että	et
etu	ovdâdâs
etuajo-oikeus	ovdâvyeijimvuoigâdvuotâ
etuhammas	ovdâpääni
etuilla	ovdâhistiđ
etuistuin	ovdâpeŋkkâ
etujoukko	njunoš
etukeno	njihe-
etukäteen	ovdâkietân
etuliite	ovdâlabdos
etumerkki	munemerkkâ
etummainen	ovdemuš
etunimi	ovdânommâ
etunoja	ovdâmiäigu
etuoikeus	ovdâvuoigâdvuotâ
etuovi	ovdâuksâ
etupiha	ovdâšiljo
etupuolelle	ovdiibel
etupyörä	ovdâräätis
etupää	ovdâkeeči
eturauhanen	ovdâráksá
etuselkä	ovdâčielgi
etusormi	čuijooh
etuus	ovdâdâs
etuveto	ovdâkiäsu
etuvetoinen	ovdâkessee
etuvokaali	ovdâvookaal
etäinen	kaaidâs
etäisyys	koskâ
etäopetus	káidusmáttááttâs
etäopiskelu	káidusoppâm
etäpesäke	káiduskuáti
etätyö	káiduspargo
etätyöntekijä	káiduspargee
etävanhempi	káidusvaanhim
etäälle	kuhás
etäämmäs	
etäännyttää	kaiđâttiđ
etääntyä	kaidâđ
eukko	kálgu
euro	euro
euroedustaja	euro-ovdâsteijee
eurooppalainen	eurooplâš
evakko	evakko
evankeliumi	evangelium
eversti	eeveerst
evä	vepsi
eväs	evvis
eväslaukku	evvislavkkâ
eväätön	evvisttem
fakta	fakta
fanaattinen	faanaatlâš
fantastinen	fantastlâš
farkkukangas	farkkukäägis
farmariauto	farmarauto
farmaseutti	farmaseut
fasismi	fasism
fasistinen	fasistlâš
feministi	feminist
fenkoli	fenkool
festivaali	festivaal
figuuri	fiiguur
fiksu	čeppi
fiktio	fiktio
filee	savotekki
fileoida	čolliđ
filmata	filmiđ
filmi	filmâ
filosofia	filosofia
filosofinen	filosooflâš
finni	čikâlâs
flanelli	flaaneel
fleece-takki	fleece-takki
flunssa	lenccu
fluorata	fluoriđ
fluori	fluorâ
fonetiikka	fonetiik
fontti	fonttâ
formatoida	formatistiđ
fossiili	fossiil
fossiilinen	fossiillâš
fotosynteesi	fotosyntees
freoni	freeon
frotee	frotee
fuusio	fuusio
fysiikka	fyysiik
fysikaalinen	fysikaallâš
fysioterapia	fysioterapia
fyysinen	fyysilâš
galaksi	gaalaaks
geeni	geeni
geneettinen	genetiiklâš
generaattori	generaattor
genotyyppi	genotijppâ
geologi	geolog
geologinen	geologlâš
geometria	geometria
geometrinen	geometrisâš
germaaninen	germaanlâš
globaali	maailmvijđosâš
gluteeni	gluuteen
gluteeniton	glutenittem
gneissi	gneissi
goottilainen	goottilâš
graafinen	graafâlâš
grafiitti	graafiit
gramma	grammâ
granaatti	graanaat
graniitti	graaniit
greippi	greippi
grillata	grilliđ
grilli	grillâ
grönlantilainen	ruánááeennâmlâš
gynekologi	gynekolog
haaksirikko	merâpärtti
haalari	haalar
haalea	ei
haaleta	jäähtyä
haalia	rááppuđ
haalistaa	kuávšudittiđ
haalistua	vaatteista
haamu	komme
haara	oksassa
haarainen	suorâg
haarapuu	suárooh
haarasarvi	syeričuárvi
haarauma	syergi
haarautua	suárániđ
haarniska	ryevdipiivtâs
haarotella	hárruđ
haarukka	kahvel
haasio	haasi
haasioida	haasiđ
haaska	haškâ
haaskaantua	háskániđ
haaskata	häskidiđ
haastaa	hästiđ
haastaja	hästee
haastatella	sahhiittâllâđ
haastattelija	sahhiittellee
haastattelu	sahhiittâllâm
haaste	hástu
haasteellinen	hástulâš
haastehakemus	stiämmámucâmuš
haastemies	stiämmájeijee
haava	hävvi
haavaside	nuávlu
haave	naver
haaveri	pärtti
haavi	haavi
haavoittaa	havviđ
haavoittua	háávvuđ
haavoittuva	háváduvâš
hahmo	muoto
hahtuva	kehrättävä
hai	hai
haihduttaa	lievlistittiđ
haihtua	lievlistiđ
haihtuminen	lievlistem
haikara	haigar
haikea	ikävä
haima	čuávjičulgâráksá
haipakka	liähtu
hairahtua	čájádiđ
haista	háisuđ
haistaa	havaita
haistella	suvneđ
haitallinen	háitulâš
haitari	haanoor
haitata	häittidiđ
haitta	háittu
haja-	piäđgui-
haja-asutus	piäđguiaassâm
haja-asutusalue	piäđguiaassâmkuávlu
hajaantua	pieđgâniđ
hajamielinen	vájáldittee
hajanaisuus	piäđgulâšvuotâ
hajauttaa	piäđguidittiđ
hajoaminen	pieđgânem
hajota	pieđgâniđ
hajotelma	pieđgiittâs
hajottaja	pieđgejeijee
haju	opsâ
hajuaisti	hajâáiccu
hajuheinä	hajâsyeini
hajulukko	hajâlukkâ
hajuton	hajâttem
hajuvesi	hajâčääci
hakamaa	aiđumeennâm
hakanen	ruákki
hakaneula	ruákkináálu
hakaristi	ruákkiruossâ
hakata	pieksää
hake	smááhuh
hakea	jtak
hakemisto	usâttâh
hakemus	ucâmuš
hakeutua	ucâluđ
hakija	occee
hakku	hakku
hakkuri	čuolân
hakkuualue	čuopâttâh
hakkuuaukea	čuopâttâhjolgâdâs
hakkuukielto	čuoppâmkiäldu
hakkuupölkky	oivârâš
hako	kuáccee
hakoteille	endurân
hakoteillä	endurist
haku	uuccâm
hakuaika	uuccâmäigi
halata	solâstiđ
haljeta	luoddâniđ
halkaisematon	pyöreä
halkaisija	čođâmitto
halkaista	laŋŋiđ
halkaistu	lyeddejum
halkaisukone	luáddummaašin
halkeama	luoddânem
halkeilla	osiin
halki	kuovdin
halkiohame	lápčuhaamit
halko	čieskâs
halkoa	luádduđ
halkominen	luáddum
halla	halla
hallahuuru	syelni
hallainen	hallaa
hallasää	suálnádâh
hallava	kuovgâd
hallinnollinen	haaldâtlâš
hallintaoikeus	haldâšemvuoigâdvuotâ
hallinto	haldâttâs
hallinto-oikeudellinen	haldâttâhriävtálâš
hallinto-oikeus	haldâttâhriehti
hallintoelin	haldâttâsorgaan
hallintomenettelylaki	haldâttâsmonâttâllâmlaahâ
hallintomuoto	haldâttâshäämi
hallintoneuvosto	haldâttâsrääđi
hallita	omistaa
hallitus	hallittâs
hallitusmuoto	haldâttâshäämi
hallituspuolue	haldâttâspiäládâh
halo	kevli
halogeeni	halogeen
halonhakkuupaikka	muorâluáddumsaje
halpa	hälbi
halpuus	hälbivuotâ
halssi	halssâ
haltuun	haaldun
haltuunsa	tuáhásis
halu	haalu
halukas	halulâš
haluta	halijdiđ
haluton	haluttem
halvaus	vuoččum
halveksia	hálbášiđ
hamara	šomer
hame	haamit
hammas	pääni
hammasharja	pänikustâ
hammashoitola	pänitipšottâh
hammaskiille	pänikorrâ
hammasluu	pänitähti
hammasmätä	pänimieskâm
hammaspyörä	päniräätis
hammassärky	pänipoovčâs
hammastahna	päninjuođâs
hammastikku	päniruuggâin
hampaaton	pänittem
hana	hana
hangata	kuurata
hangoitteleva	noccáá
hanhi	čuánjá
hanhikki	suormârääsi
hankain	ááŋu
hankainhihna	áŋuläbži
hankaintappi	áŋupelgi
hankajalkainen	syerijuolgâg
hankajalkaisäyriäinen	áŋujyelgkaccuu
hankala	váiváá
hankaluus	váiváávuotâ
hankapeukalo	áŋupelgi
hankasilmu	áŋu-urbe
hankauma	kohhum
hankaussähkö	ruvvimšleđgâ
hankauttaa	kavettiđ
hankautua	kohhuđ
hanke	haahâ
hanki	cuáŋui
hankikanto	kuádádâh
hankinta	skappum
hankisääski	jieŋâčuoškâ
hankittava	hahâmuš
hankkia	skappuđ
hankkiminen	skappum
hanuri	haanoor
hapanimeläkastike	suvrenjaalgâkastik
hapankaali	suvrekaalâ
hapanleipä	suvreleibi
hapanmaitotuote	loppimmielkkipuovtâ
haparoida	hapârâššâđ
hapate	suvre
hapattaa	suvrodiđ
hapattamaton	suvrodhánnáá
hapero	smiäruh
happamoituminen	suvrom
happamuus	suvrodâh
happi	happi
happikato	happilappum
happo	suvrâ
happosade	suvrâarve
harallaan	hárráht
harava	háárááv
haravoida	hárávâššâđ
harha	seemi
harhaan	ampua
harhaanjohtava	konkr.
harhailla	čájádâddâđ
harhaoppinen	puástuopâlâš
harittaa	irrááttiđ
harja	hius-
harjaantua	hárjániđ
harjaantunut	tottunut
harjakatto	härjikáttu
harjakorkeus	härjialodâh
harjata	hiukset
harjoitella	hárjuttâllâđ
harjoittaa	härjittiđ
harjoittelija	hárjuttellee
harjoittelu	hárjuttâllâm
harjoitus	
harju	puolžâ
harkinta	kuorâttâllâm
harkita	kuorâttâllâđ
harkko	tijlâ
harmaa	räänis
harmaakaihi	räniskaihi
harmaantua	muuttua
harmahtava	häälleh
harmi	hemâdâs
harmiton	vavettem
harmittaa	väividiđ
harmoni	harmoon
harmonikka	haidar
harmoninen	harmoonlâš
harottaa	hárráđ
harppi	harppi
harppoa	hárččuđ
harppu	harppu
harras	
harrastus	puđâldâs
harsia	salbâstiđ
harso	suogâ
harsuuntua	njárbuđ
harsuuntuminen	njárbum
hartaus	rukkoos
hartia	ärdee
hartialihas	ärdeetekki
hartsi	kässiaamnâs
harva	ei
harvasanainen	vaitonainen
harvennushakkuu	njárbudemčuoppâm
harvinainen	härvinâš
harvoin	harvii
hassu	taajâg
hassutella	tááijuđ
hassuttelija	taajâg
hassutus	huávri
hatara	
hattu	hattâ
haudankaivaja	hävdikuáivoo
haudata	hävdidiđ
haude	haavdâ
haudonta	linnun
hauduttaa	ruokaa
hauislihas	tabbâtekki
haukata	puraista
haukka	välli
haukkua	koirasta
haukkuminen	ciälus
haukotella	kavâstâllâđ
haukotus	vuoškanjâs
haukotuttaa	vuoškânjâšâttiđ
haukuttaa	umástittiđ
hauli	havlâ
haulikko	havlâpisso
hauras	mureneva
hauraus	smiärusvuotâ
haureus	huárušem
hauska	hitruu
hauskasti	suámálávt
hauskuus	hävskivuotâ
hauskuuttaa	suotâstittiđ
hauta	hävdi
hautaansiunaaminen	háávdánsivnedem
hautausmaa	hävdieennâm
hautaustoimisto	hävdidemtoimâttâh
hautautua	hävdiduđ
hautavajoama	hävdivuájuttâh
hautoa	hauteella
hautomo	láláttâh
hautua	hávduđ
havahtua	hereille
havainnoida	aicâdiđ
havainnointi	aicâdem
havainnollinen	aicâlmâs
havainnollistaa	aicâlmištiđ
havainto	huámmášume
havaita	aiccâđ
haveri	merâluhottesvuotâ
havitella	háputtâllâđ
havumaja	kuácceekuáti
havumetsä	kuácceevyevdi
havumetsäalue	kuácceevyevdikuávlu
havumetsävyöhyke	kuácceevyevdistielâs
havupuu	kuácceemuorâ
he	kaks.
hede	šovos
hedelmä	heeđâlm
hedelmäkärpänen	heeđâlmkiärpáš
hedelmällinen	šadolâš
hedelmätön	šadottes
hedelmöittynyt	šohânum
hedelmöittyä	šohânuđ
hedelmöittää	šovâttiđ
hedelmöitys	šovâttem
hehkua	acâkkistiđ
hehkulamppu	acâkkâslamppu
hehkuva	acâkkistee
hehtaari	hehtaar
hehtogramma	hehtogramma
hehtolitra	hehtolitter
heijastaa	valoa
heijastin	širottâs
heijastua	
heikentävä	njuorâdeijee
heikentää	hiäjusmittiđ
heikko	hiäju
heikkotahtoinen	luáni
heikkotekoinen	siimpâl
heikkous	hiäjuvuotâ
heikosti	hiäjuht
heikottaa	vaijeeđ
heikotus	hiäjuhtvaijeem
heilimöidä	liäđđuđ
heilua	hiäiluđ
heiluri	heeilâr
heiluttaa	hiäiluttiđ
heimo	čerdâ
heinikko	nijtto
heinittyä	kiädduđ
heinä	syeini
heinähaasio	syeinihaasi
heinähanko	háŋgu
heinähäkki	syeinihekki
heinäkuu	syeinimáánu
heinänkorsi	syeiničalme
heinänteko	lááju
heinäpuura	syeinipuvre
heinäseiväs	syeiniseibhâš
heinäsirkka	syeiniaččinj
heinäsuova	syeinilyevi
heisimato	läbžimáátu
heitellä	koškâđ
heittiö	eimâskâs
heitto	leggistem
heittomerkki	leggistâhmerkkâ
heittouistelu	šlivgomuštem
heittäytyä	leggistâttâđ
heittää	leggistiđ
heiveröinen	njuorâs
hekottaa	reškiđ
hekumallinen	heekkumlâš
hela	šolde
helakka	heleä
helatorstai	hellâtuorâstâh
helinä	heellân
helistellä	ciláidittiđ
helistin	skilânâs
helistä	cilijdiđ
helkatti	helgât
helkkari	helgit
hella	hellá
helle	kume
hellehattu	kesikappeer
hellittelynimi	jiellâhnommâ
hellittää	kivusta
helliä	siärgádiđ
helluntai	helduvah
helluntaipäivä	helduvpeivi
hellyttävä	jiellâhistee
hellyys	kieresvuotâ
hellä	jtkt
helma	helmi
helmeillä	cimcâhistiđ
helmi	kässeekeđgi
helmikuu	kuovâmáánu
helmisimpukka	cimccâhskálžu
helmitaulu	cimccâhtavlu
heloittaa	šoldiđ
heloitus	šoldim
helpompi	älkkeb
helposti	älkkeht
helpottaa	älkkeedittiđ
helpottunut	hiälpáskâm
helppo	älkkee
helppous	älkkeevuotâ
helsinkiläinen	helsiglâš
helttasieni	livârkuobâr
helvetti	helvit
helähtää	särkyvä
hemmotella	luccááttiđ
hemmottelu	luccááttâs
hengellinen	vuoiŋâlâš
hengenahdistus	jiegâatâštâs
hengenheimolainen	siämmáávuoiŋâlâš
hengenpelastus	jiegâkááijum
hengenvaara	jiegâvaarâ
hengetön	jiegâttem
hengittää	vuoiŋâđ
hengitys	vuoiŋâm
hengitysaukko	vuoiŋâmräigi
hengityskone	vuoiŋâmmaašin
hengitysputki	vuoiŋâmpoccee
hengähtää	levähtää
hengästyttää	sohâluttiđ
hengästyä	šieđâluđ
henkeäsalpaava	šyehkittittee
henki	elämä
henkihieverissä	jieggâpeelijn
henkilö	persovn
henkilöauto	persovnauto
henkilöityä	persovnluđ
henkilökohtainen	persovnlâš
henkilökohtaisesti	persovnlávt
henkilökortti	persovnkorttâ
henkilökunta	pargoviehâ
henkilöllisyys	persovnvuotâ
henkilöllisyystodistus	persovntuođâštus
henkilörekisteri	persovnregister
henkilöstö	pargoviehâ
henkilötietoilmoitus	olmooštiätualmottâs
henkilötunnus	persovntubdâldâh
henkilötyöpäivä	persovnpargopeivi
henkilötyövuosi	persovnpargoihe
henkinen	jiegâlâš
henkiolento	vuoiŋâ
henkirikos	jieggârikos
henkitoreissa	jieggâtoorijn
henkitorvi	kehârâttâm
henkivakuutus	jieggâtáhádâs
henkivartija	jieggâvahtâ
henkäys	vuoiŋâstem
hennoa	raskiđ
hento	šiervi
hepokatti	stuorrâaččinj
heppu	almaš
hepuli	tájáskem
hera	misso
herastuomari	hiärástuámmár
hereillä	kocemin
herjata	pelhittiđ
herkeämättä	koskâlduuhánnáá
herkeämätön	koskâlduuhánnáá
herkistyä	
herkku	hersku
herkkusuu	hiärskudeijee
herkkä	herkki
herkkäuninen	murriš
herkkäuskoinen	tájuttittee
herkullinen	hiärskulâš
herkutella	herskudiđ
herkuttelija	hiärskudeijee
hermo	niärvá
hermopääte-elin	niärvákešorgaan
hermorata	niärvárađe
hermoratahieronta	niärvárađeruvvim
hermosto	niärvádâh
hermostua	hätääntyä
hernekeitto	herttâmääli
heroittua	missiđ
herpaantua	veltostua
herra	hiärrá
herrastella	hiärástâllâđ
herruus	hiärrávuotâ
herttainen	váimulâš
herua	mielkkuđ
herukka	jiereeh
heräillä	koccáástâllâđ
herättää	cuvnâđ
herätyskello	cuvnâmtijme
herätä	morániđ
hete	kolmâkäldee
heteroseksuaalinen	heteroseksuaallâš
heti	tállán
hetkellinen	puddâsâš
hetki	puddâ
hetkisen	uániháá
hetula	sillee
hetulavalas	possooväälis
hevosenkenkä	hiäppuškaamuv
hevoskuorma	hiävuškyermi
hevoskärpänen	hiäppuštikke
hevosmies	hiävušalmai
hevosvoima	hiävušvyeimi
hidas	hiđes
hidastaa	hitodiđ
hidastella	ájáttâllâđ
hidastelu	ájáttâllâm
hieho	nuorâkkâš
hiekanjyvänen	čunoičalme
hiekka	čunoi
hiekkadyyni	čunoivaaskâ
hiekkainen	čunoi-
hiekkakivi	čunoikeđgi
hiekkalaatikko	čunoikassâ
hiekkamaa	čunoieennâm
hiekkamyrsky	čunoipurgâ
hiekkapaperi	čunoipäävir
hiekkaranta	čunoiriddo
hiekkasärkkä	kyeškir
hiekkatörmä	čunoimielli
hiekoitus	čunoidittem
hieman	ucánjáhháá
hieno	fiijnes
hienojakoinen	smaavâs
hienojyväinen	fiijnâčoolmâg
hienontaa	ciäkkuđ
hienostella	fijnottâllâđ
hienosti	fijnásávt
hienotunteinen	huámášekkis
hienovarainen	fijnáht
hienovaraisesti	fijnáht
hieraista	fierriđ
hierarkia	árvuciäkkádâh
hierarkkinen	hierarkkisâš
hieroa	lihaksia
hieroja	ruvvejeijee
hieronta	ruvvim
hierottaa	ruvviittiđ
hiertymä	ihossa
hiertyä	kohhuđ
hiertää	kahheeđ
hieta	čunoi
hiha	suájá
hihansuu	suájánjälmi
hihaton	suájáttem
hihittää	kihestiđ
hihkaista	huihádiđ
hihna	läbži
hihnanmutka	läbžimäcci
hiidenkirnu	jietânâskirno
hiihdellä	čuoigâdiđ
hiihdättäjä	čuoigâtteijee
hiihdättää	čuoigâttiđ
hiihto	čuoigâm
hiihtokeli	čuoigâmsijvo
hiihtokeskus	čuoigâmkuávdáš
hiihtokilpailu	čuoigâmkišto
hiihtolatu	saaveehlättee
hiihtoloma	čuoigâmluámu
hiihtosauva	čuoigâmsuábbi
hiihtäen	čuoigân
hiihtäjä	čyeigee
hiihtää	čuoigâđ
hiili	hehkuva
hiilidioksidi	čiđđâdioksid
hiilikausi	keđgičiđđâpaje
hiilikuitu	čiđđâsáigu
hiillos	áššu
hiiltyä	illâluđ
hiippakunta	pispekodde
hiirenkorva	säpligpelji
hiirenloukku	liistáš
hiiri	säplig
hiiva	hijvá
hiivasieni	hijvákuobâr
hiki	pivâstâh
hikinen	pivâstum
hikirauhanen	pivâstâhráksá
hikka	njihânjâš
hikoilla	pivâstuddâđ
hiljaa	ääneti
hiljainen	vähä-ääninen
hiljaisuus	jávuttemesvuotâ
hiljentää	vauhtia
hillankukka	lyemerääsi
hillastaa	luommiđ
hillasuo	lyemejeggi
hillitä	itsensä
hillo	hillo
hilse	konnâ
hilseillä	ihosta
himmennin	siävŋudittem
himmentää	siävŋuditteđ
himmeä	valo
himo	himo
himoita	himodiđ
himokas	himolâš
hinaaja	kessee
hinata	viešidiđ
hinausköysi	viešidemkievđâ
hinkuyskä	soinâttâh
hinnanalennus	haddevuáládâs
hinnankorotus	haddepajedem
hinnasto	haddeluvâttâllâm
hinnoitella	haddadâllâđ
hinta	hadde
hintataso	haddetääsi
hintelä	šiervi
hioa	teroittaa
hiomakivi	saijeem
hiomakone	saijeemmaašin
hiomaviila	saijeemvijlo
hioskella	sojâččiđ
hipaista	karestiđ
hipaisukytkin	njavhâstemlahtee
hipelöidä	napâlâššâđ
hirmuinen	hirmos
hirmulisko	dinosaurus
hirmumyrsky	hirmosstormâ
hirsi	hirsâ
hirsikota	hirssâkuáti
hirsipora	málgánááváár
hirssi	hirssâ
hirttää	horcâstiđ
hirvas	sarves
hirvensarvi	soorvâčuárvi
hirvetä	orvâđ
hirveä	hirmâd
hirveän	meendu
hirveästi	hirmâdávt
hirvikolari	sorvâluhottesvuotâ
hirvikärpänen	sorvâtikke
hirvittää	polâškyettiđ
hissi	hissi
histogrammi	histogrammi
historia	historjá
historiallinen	historjálâš
historioitsija	historjistee
hitaasti	hitásávt
hitaus	šiettuuvuotâ
hitsaaja	hiccejeijee
hitsata	acâttiđ
hitsauspilli	hiccimpilli
hiuka	puurrâmmielâ
hiukan	ucánjii
hiukkanen	amnâsčalme
hiukkasen	siemnáhháá
hiukoa	kavestiđ
hius	vuoptâ
hiussuoni	vuoptâsuonâ
hiustenkuivaaja	vuoptâkoškejeijee
hiustenleikkuu	vuoptâčuoppâm
hiutale	čalme
hivellä	njavkkâđ
hivenaine	väniaamnâs
hohkakivi	tiŋŋâ
