SUOMI	SÄMIKIELÂ UUCÂMSÄÄNI	SAAMEN_HAK	SUOMEN_HAK	SAAMEN_RIN	ESIMERKKEJÄ JA LIITTYVIÄ ILMAUKSIA	SAAMEN_YHD	SUOMEN_YHD	SAAMEN_TAI	SUOMEN_HA2	SUOMEN_J_L
aines  	aamnâs  amnâs,  verkki veerki;  (tehdä jstak aineksesta) a'mnâstiđ aamnâst  	aamnâs	aines	verkki veerki;	(tehdä jstak aineksesta) a'mnâstiđ aamnâst			amnâs,		
ainiaan  	avalávt;      (ainiaaksi) a'valâžžân  	avalávt;	ainiaan		(ainiaaksi) a'valâžžân					
ainoa  	áinoo        	áinoo	ainoa							
ainoastaan  	tuš,    tuše    	tuš,	ainoastaan	tuše						
ainut  	áinoo        	áinoo	ainut							
ainutkertainen  	áinookiär'dásâš  -kiär'dásii      	áinoo	ainut			kiär'dásâš	kertainen	-kiär'dásii		
ainutlaatuinen  	áinoošlaJâsâš  -šlâJâsii,      	áinoo	ainut			šlaJâsâš	laatuinen	-šlâJâsii,		
ainutlaatuisuus  	áinoošlajâsâšvuotâ  -vuođâ      	áinoo	ainut			šlajâsâšvuotâ	laatuisuus	-vuođâ		
airo  	áiru  ááiru;    (panna airot veneeseen soutamisen jälkeen) mo'rtottiđ morttoot  	áiru	airo		(panna airot veneeseen soutamisen jälkeen) mo'rtottiđ morttoot			ááiru;		
aironlapa  	liäđ'má  liäđmá,  leđmi leeđmi    	liäđ'má	airon	leđmi leeđmi			lapa	liäđmá,		
airut  	aairâs  airâs      	aairâs	airut					airâs		
aisa  	áisá  ááisá      	áisá	aisa					ááisá		
aisankannattaja  	jyelgituál'lee        	jyelgi	aisan			tuál'lee	kannattaja			
aisata  	olliđ  olliim uál'lee      	olliđ	aisata					olliim uál'lee		
aisti  	aiccâ  aaicâ  ~ áiccu ááicu    	aiccâ	aisti	~ áiccu ááicu				aaicâ		
aistia  	aiccâđ  aaicâm      	aiccâđ	aistia					aaicâm		
aistiharha  	áiccuseeMi  -seemi      	áiccu	aisti			seeMi	harha	-seemi		
aistimus  	aiccâmuš~aiccâmâš        	aiccâmuš~aiccâmâš	aistimus							
aistin(elin)  	aiccâmorgaan        	aiccâm	aistin			orgaan	(elin)			
aistipiste  	aiccâčyegis  -čuág'gá      	aiccâ	aisti			čyegis	piste	-čuág'gá		
aita  	äiđi  ääiđi      	äiđi	aita					ääiđi		
aitajuoksu  	äiđikaččâm        	äiđi	aita			kaččâm	juoksu			
aitanjalka  	äittijyel'gi  -jyelgi      	äitti	aitan			jyel'gi	jalka	-jyelgi		
aitaus  	kärdi  käärdi;    (sivuaitaus poroerotusaidassa, konttori) konttur  	kärdi	aitaus		(sivuaitaus poroerotusaidassa, konttori) konttur			käärdi;		
aitio  	ááiđus  áiđus      	ááiđus	aitio					áiđus		
aito  	(alkuperäinen) puigâ  puuigâ;  (oikea, todellinen) rievtis # rie'vtis, vuoi'gâ; (kunnollinen, ehta) olmâ, penttâ    	(alkuperäinen) puigâ	aito	(oikea, todellinen) rievtis # rie'vtis, vuoi'gâ; (kunnollinen, ehta) olmâ, penttâ				puuigâ;		
aitoa  (urh.)	áiđuđ  ááiđum      	áiđuđ	aitoa					ááiđum		(urh.)
aitokana  Phasianidae	puigâkääNi  -kääni ~ -käne      	puigâ	aito			kääNi	kana	-kääni ~ -käne		Phasianidae
aitokulta  	penttâkolle  -koLe      	penttâ	aito			kolle	kulta	-koLe		
aitovirna  Vicia sepium	viermisaappâl        	viermi	aito			saappâl	virna			Vicia sepium
aitta  	äitti  ääiti;  (varasto) vuár'kká vuárhá; (väliaikainen aitta, katos, suoja) kááđus káttus    	äitti	aitta	(varasto) vuár'kká vuárhá; (väliaikainen aitta, katos, suoja) kááđus káttus				ääiti;		
aivan  	aaibâs,    (suorastaan) penttâ, (ihan, juuri) -gân~-kân    	aaibâs,	aivan	(suorastaan) penttâ, (ihan, juuri) -gân~-kân						
aivastaa  	kašneđ  ka'šnam kašna;    (tuntea aivastamisen tarvetta)  ka'šnestuđ ka'šnestuum ka'šnestuVá  	kašneđ	aivastaa		(tuntea aivastamisen tarvetta)  ka'šnestuđ ka'šnestuum ka'šnestuVá			ka'šnam kašna;		
aivastella  	ka'šnattâllâđ  ka'šnattâlâm,  ko'šnâččiđ    	ka'šnattâllâđ	aivastella	ko'šnâččiđ				ka'šnattâlâm,		
aivastelu  	kašnem        	kašnem	aivastelu							
aivastus  	ka'šnattâs        	ka'šnattâs	aivastus							
aivastuttaa  	ka'šnettiđ  kašneet,   ka'šnestuđ ka'šnestuum ka'šnestuVá    	ka'šnettiđ	aivastuttaa	 ka'šnestuđ ka'šnestuum ka'šnestuVá				kašneet,		
aivohalvaus  	vuo'iŋâšvuoč'čum        	vuo'iŋâš	aivo			vuoč'čum	halvaus			
aivokalvo  	vuo'iŋâšcuoz'zâ  -cuozâ      	vuo'iŋâš	aivo			cuoz'zâ	kalvo	-cuozâ		
aivokalvontulehdus  	vuo'iŋâšcuoz'zâkuddum        	vuo'iŋâš	aivo			cuoz'zâkuddum	kalvontulehdus			
aivokoppa  	vuo'iŋâškuáti  -kuáđi ~ -kuá'đe      	vuo'iŋâš	aivo			kuáti	koppa	-kuáđi ~ -kuá'đe		
aivolisäke  	vuo'iŋâšlasattâs        	vuo'iŋâš	aivo			lasattâs	lisäke			
aivopesu  	vuo'iŋâšpoossâm        	vuo'iŋâš	aivo			poossâm	pesu			
aivot  (mon.)	vuoi'ŋâšeh  (mon),  vuo'ivâšmeh~vuo'ivâšneh (mon.)    	vuoi'ŋâšeh	aivot	vuo'ivâšmeh~vuo'ivâšneh (mon.)				(mon),		(mon.)
aivotulehdus  	vuo'iŋâškuddum        	vuo'iŋâš	aivo			kuddum	tulehdus			
aivotärähdys  	vuo'iŋâšspiđgám        	vuo'iŋâš	aivo			spiđgám	tärähdys			
aivoverenvuoto  	vuo'iŋâšvardem        	vuo'iŋâš	aivo			vardem	verenvuoto			
ajaa  (jllk välineellä)	vyeijiđ  vuá'jám vuáJá;  (ajaa porolla tms. käymäjalkaa) uá'Vuttiđ uávvut; (ajaa pororaidolla) raiđuustiđ; (ajaa kolistellen t. muuten meluten) vyeijiđ ruá'mčuttiđ;  (lähteä ajamaan) vyei'jiliđ vyei'jil; (yhdellä porolla ajaen) luo'vâsvye'je; (mennä ajajan haluamaan suuntaa ajoporosta) rie'vtistiđ rievtist  	vyeijiđ	ajaa	(ajaa porolla tms. käymäjalkaa) uá'Vuttiđ uávvut; (ajaa pororaidolla) raiđuustiđ; (ajaa kolistellen t. muuten meluten) vyeijiđ ruá'mčuttiđ;	(lähteä ajamaan) vyei'jiliđ vyei'jil; (yhdellä porolla ajaen) luo'vâsvye'je; (mennä ajajan haluamaan suuntaa ajoporosta) rie'vtistiđ rievtist			vuá'jám vuáJá;		(jllk välineellä)
ajaa  partaa	raaHiđ  raahiim räähee,  rahhiđ rahhiim rähhee    	raaHiđ	ajaa	rahhiđ rahhiim rähhee				raahiim räähee,		partaa
ajaa  pois	jaagiđ  jaagiim,  šiggođ šigom, vye'jettiđ vyejeet; (eläimiä pitkällä kepillä) skarbâđ skaarbâm; (ajaa ulos) ääijiđ ájám; (säikäyttää) karbâđ kaarbâm; (poroja huutamalla kuš!) kuššâliđ; (tav. eläimiä huutamalla äkisti huš!) huššâliđ; (poroja, lampaita, koiria ym. huudahtelemalla huš, hš, kš t. kacoous!) hušottiđ huššoot; (porohärkiä sanomalla hš!) huššâlittiđ huššâlitám    	jaagiđ	ajaa	šiggođ šigom, vye'jettiđ vyejeet; (eläimiä pitkällä kepillä) skarbâđ skaarbâm; (ajaa ulos) ääijiđ ájám; (säikäyttää) karbâđ kaarbâm; (poroja huutamalla kuš!) kuššâliđ; (tav. eläimiä huutamalla äkisti huš!) huššâliđ; (poroja, lampaita, koiria ym. huudahtelemalla huš, hš, kš t. kacoous!) hušottiđ huššoot; (porohärkiä sanomalla hš!) huššâlittiđ huššâlitám				jaagiim,		pois
ajaa  takaa	vye'jettiđ  vyejeet;  (hiihtäen) čuo'igâttiđ čuoigât; (haukkuen koirasta) viiššâđ viišâm viŠá; (ahdistellen, jahdata) uá'Vuttâllâđ uá'Vuttâlâm;  (lähteä ajamaan takaa hiihtäen) čuoi'gâlittiđ čuoi'gâlitám čuoi'gâlit; (lähteä jalkaisin jonkun perään) vázzálittiđ vázzálitám;   	vye'jettiđ	ajaa	(hiihtäen) čuo'igâttiđ čuoigât; (haukkuen koirasta) viiššâđ viišâm viŠá; (ahdistellen, jahdata) uá'Vuttâllâđ uá'Vuttâlâm;	(lähteä ajamaan takaa hiihtäen) čuoi'gâlittiđ čuoi'gâlitám čuoi'gâlit; (lähteä jalkaisin jonkun perään) vázzálittiđ vázzálitám; 			vyejeet;		takaa
ajaen  	vye'jen        	vye'jen	ajaen							
ajaja  	vyei'jee        	vyei'jee	ajaja							
ajallinen  	á'igálâš  á'igálii      	á'igálâš	ajallinen					á'igálii		
ajanjakso  	paJe  paje,  äigipaJe -paje, áigádâh áigáduv, (yleensä jk tekemiseen) pääLi pääli ~ päle    	paJe	ajan	äigipaJe -paje, áigádâh áigáduv, (yleensä jk tekemiseen) pääLi pääli ~ päle			jakso	paje,		
ajankohta  	puddâ  puudâ,  äigipuddâ -puudâ, äigimuddo -mudo    	puddâ	ajan	äigipuddâ -puudâ, äigimuddo -mudo			kohta	puudâ,		
ajankohtainen  	äigikyev'dil  # -kyev'dilis      	äigi	ajan			kyev'dil	kohtainen	# -kyev'dilis		
ajankulu  	ääigikoLo  -kolo;  (viivyttävä) ájáttâs    	ääigi	ajan	(viivyttävä) ájáttâs		koLo	kulu	-kolo;		
ajankäyttö  	ääigikevttim        	ääigi	ajan			kevttim	käyttö			
ajanlasku  	äigiloho  -loVo      	äigi	ajan			loho	lasku	-loVo		
ajanmukainen  	äigihiä'ivulâš  -hiä'ivulii,  ääigimildsâš -mildsii    	äigi	ajan	ääigimildsâš -mildsii		hiä'ivulâš	mukainen	-hiä'ivulii,		
ajanmukaistaa  	modernistiđ  modernistâm      	modernistiđ	ajanmukaistaa					modernistâm		
ajanmääre  	äigimiärus  -miärrus      	äigi	ajan			miärus	määre	-miärrus		
ajannäyttäjä  Hibiscus trionum	ääigičäittee        	ääigi	ajan			čäittee	näyttäjä			Hibiscus trionum
ajantasainen  	ääigitásásâš  -tásásii      	ääigitásásâš	ajan				tasainen	-tásásii		
ajanvaraus  	ääigiväRidem        	ääigi	ajan			väRidem	varaus			
ajanviete  	äigiájánâs,    äigiääJi -ääji, ääigikoLo -kolo    	äigi	ajan	äigiääJi -ääji, ääigikoLo -kolo		ájánâs,	viete			
ajastaa  (esim. digiboksia)	áigádiđ  ááigád      	áigádiđ	ajastaa					ááigád		(esim. digiboksia)
ajastin  	áigádeijee        	áigádeijee	ajastin							
ajatella  	ju'rdâččiđ  juurdâš,  jurdeđ ju'rdám; (nopeasti) jurdeliđ    	ju'rdâččiđ	ajatella	jurdeđ ju'rdám; (nopeasti) jurdeliđ				juurdâš,		
ajatelma  	jurdâceelhâ  -celkkuu,  aforism    	jurdâ	ajatelma	aforism		ceelhâ		-celkkuu,		
ajaton  	ä'igittem  # ä'igittes      	ä'igittem	ajaton					# ä'igittes		
ajattaa  (edellään esim. porotokkaa)	vye'jettiđ  vyejeet      	vye'jettiđ	ajattaa					vyejeet		(edellään esim. porotokkaa)
ajattelematon  	juurdâšmettum  # -es      	juurdâšmettum	ajattelematon					# -es		
ajattelutapa  	ju'rdâččemvyehi  -vyeVi      	ju'rdâččem	ajattelu			vyehi	tapa	-vyeVi		
ajatuksellinen  	juurdâlâš  juurdâlii      	juurdâlâš	ajatuksellinen					juurdâlii		
ajatus  	juurdâ  jurduu,  tuMe tume    	juurdâ	ajatus	tuMe tume				jurduu,		
ajatustenvaihto  	jurduilonottem        	jurdui	ajatusten			lonottem	vaihto			
ajatusviiva  	juurdâsäärgis  -sárgá      	juurdâ	ajatus			säärgis	viiva	-sárgá		
ajelehtia  	(kuljeksia) ku'lgâdiđ  kuulgâd;  (vedessä) riev'dâđ rievdâm riäv'dá; (virran mukana) huiláđ huiláám; (jhonk) riev'duđ riev'duum riäv'doo    	(kuljeksia) ku'lgâdiđ	ajelehtia	(vedessä) riev'dâđ rievdâm riäv'dá; (virran mukana) huiláđ huiláám; (jhonk) riev'duđ riev'duum riäv'doo				kuulgâd;		
ajella  	vuo'jâččiđ;    (pororaidolla) raiđuustâllâđ raiđuustâlâm    	vuo'jâččiđ;	ajella	(pororaidolla) raiđuustâllâđ raiđuustâlâm						
ajettavuus  	vye'jettetteevuotâ  vye'jettetteevuođâ      	vye'jettetteevuotâ	ajettavuus					vye'jettetteevuođâ		
ajettua  	puttâniđ;    (muodostaa paiseita) puá'huduđ puá'huduVá    	puttâniđ;	ajettua	(muodostaa paiseita) puá'huduđ puá'huduVá						
ajettuma  	puttânem        	puttânem	ajettuma							
ajettuminen  	puttânem        	puttânem	ajettuminen							
ajo  	sáttu  sáátu,  vuáJu vuáju; (ajaminen) vyeijim; (jahtaaminen, takaa-ajo) vye'jettem    	sáttu	ajo	vuáJu vuáju; (ajaminen) vyeijim; (jahtaaminen, takaa-ajo) vye'jettem				sáátu,		
ajoahkio  	vyeijimkerris        	vyeijim	ajo			kerris	ahkio			
ajohärkä  	vyeijimergi  -eergi      	vyeijim	ajo			ergi	härkä	-eergi		
ajoissa  	ääigild        	ääigild	ajoissa							
ajoittaa  	äigidiđ,    miä'ruštâllâđ ääigi ~ aVe    	äigidiđ,	ajoittaa	miä'ruštâllâđ ääigi ~ aVe						
ajoittain  	ko'skâttuvvâi~ko'skâttuvâi,    ko'skâstuvvâi~ko'skâstuvâi    	ko'skâttuvvâi~ko'skâttuvâi,	ajoittain	ko'skâstuvvâi~ko'skâstuvâi						
ajoittaminen  (ajan- t. iänmääritys)	äigimiä'ruštâllâm,    äigidem    	äigi	ajoittaminen	äigidem		miä'ruštâllâm,				(ajan- t. iänmääritys)
ajojälki  	vuá'játtâh  vuá'játtuv      	vuá'játtâh	ajo				jälki	vuá'játtuv		
ajokaista  	vyeijimstielâs  -stiellâs      	vyeijim	ajo			stielâs	kaista	-stiellâs		
ajokas  	vuájáán;      (hidasjalkainen hevonen t. poro) metki meeđhi # me'đhis ~ međkki meeđhi # me'đhis  	vuájáán;	ajokas		(hidasjalkainen hevonen t. poro) metki meeđhi # me'đhis ~ međkki meeđhi # me'đhis					
ajokielto  	vyeijimkiäl'du  -kiäldu      	vyeijim	ajo			kiäl'du	kielto	-kiäldu		
ajokki  	fiäv'ru  fiävru      	fiäv'ru	ajokki					fiävru		
ajokoe  	vyeijimi'skos  -iskos      	vyeijim	ajo			i'skos	koe	-iskos		
ajokortti  	vyeijimkorttâ  -koortâ      	vyeijim	ajo			korttâ	kortti	-koortâ		
ajokorttiasetus  	vyeijimkorttâasâttâs        	vyeijim	ajo			korttâasâttâs	korttiasetus			
ajolupa  	vyeijimlope  -love      	vyeijim	ajo			lope	lupa	-love		
ajoneuvo  	fiäv'ru  fiävru,  vuájáán    	fiäv'ru	ajo	vuájáán			neuvo	fiävru,		
ajoneuvoasetus  	fiäv'ruasâttâs        	fiäv'ru	ajo			asâttâs	neuvoasetus			
ajoneuvokohtainen  	fiäv'rukuát'tásâš  -kuát'tásii      	fiäv'ru	ajo			kuát'tásâš	neuvokohtainen	-kuát'tásii		
ajoneuvoyhdistelmä  	fiäv'rukuáLus  -kuállus      	fiäv'ru	ajo			kuáLus	neuvoyhdistelmä	-kuállus		
ajonopeus  	vyeijimliäh'tu  -liävtu      	vyeijim	ajo			liäh'tu	nopeus	-liävtu		
ajoporo  	vuájáán;    (ajohihnaa pelkäämätön) läbžiloje # -lojes    	vuájáán;	ajo	(ajohihnaa pelkäämätön) läbžiloje # -lojes			poro			
ajorata  	vyeijimraĐe  -rađe      	vyeijim	ajo			raĐe	rata	-rađe		
ajos  	puáVui  puoh'huu      	puáVui	ajos					puoh'huu		
ajosuunta  	vyeijimsunde  -su'nde      	vyeijim	ajo			sunde	suunta	-su'nde		
ajovalo  	vyeijimčuoVâ  -čuovâ      	vyeijim	ajo			čuoVâ	valo	-čuovâ		
ajoverkko  	ku'lgâttâh  ku'lgâttuv;  (merikäyttöön) äpiku'lgâttâh -ku'lgâttuv    	ku'lgâttâh	ajo	(merikäyttöön) äpiku'lgâttâh -ku'lgâttuv			verkko	ku'lgâttuv;		
ajoverkkopyynti  	kulgâdem        	kulgâdem	ajo				verkkopyynti			
ajuri  	vyei'jee        	vyei'jee	ajuri							
akaatti  	aagaat        	aagaat	akaatti							
akansieni  Macrolepiota rhacodes	áhukuobâr  -kuob'bâr      	áhu	akan			kuobâr	sieni	-kuob'bâr		Macrolepiota rhacodes
akanvirta  	kuán'nil~kuánnil        	kuán'nil~kuánnil	akan				virta			
akanvirtapaikka  	maccâm        	maccâm	akan				virtapaikka			
akateeminen  	akateemisâš  akateemisii      	akateemisâš	akateeminen					akateemisii		
akillesjänne  	šušmesuoNâ  -suonâ      	šušme	akilles			suoNâ	jänne	-suonâ		
akkalansaame  (kieli)	äkkilsämikieLâ  -kielâ      	äkkil	akkalan			sämikieLâ	saame	-kielâ		(kieli)
akku  	akku  aaku      	akku	akku					aaku		
akkulaturi  	akkulyeđejeijee        	akku	akku			lyeđejeijee	laturi			
akseli  	aksel,    jorreečuol'dâ -čuoldâ    	aksel,	akseli	jorreečuol'dâ -čuoldâ						
akselipaino  	akseltiäd'du  -tiädu      	aksel	akseli			tiäd'du	paino	-tiädu		
akseliväli  	akselkoskâ  -kooskâ      	aksel	akseli			koskâ	väli	-kooskâ		
aktiivinen  	aktiivlâš  aktiivlii      	aktiivlâš	aktiivinen					aktiivlii		
aktivoida  	aktivistiđ,    tooHâđ aktiivlâžžân    	aktivistiđ,	aktivoida	tooHâđ aktiivlâžžân						
akustiikka  	akustiik        	akustiik	akustiikka							
akustinen  	aakuustlâš  aakuustlii      	aakuustlâš	akustinen					aakuustlii		
ala  (alue)	vijdodâh  vijdoduv  ~vijđodâh vijđoduv    	vijdodâh	ala	~vijđodâh vijđoduv				vijdoduv		(alue)
ala  (esim. ammattiala)	syer'gi  syergi      	syer'gi	ala					syergi		(esim. ammattiala)
ala-, ali-  	vye'Li-,    vuoluu-    	vye'Li-,	ala-, ali-	vuoluu-						
ala-arvoinen  	vye'Liárvusâš  -árvusii      	vye'Li	ala			árvusâš	-arvoinen	-árvusii		
ala-aste  	vye'LitääSi  -tääsi      	vye'Li	ala			tääSi	-aste	-tääsi		
alaikäinen  	vye'Liahasâš  -ahasii      	vye'Li	ala			ahasâš	ikäinen	-ahasii		
alaindeksi  	vye'Li-indeks        	vye'Li	ala			-indeks	indeksi			
alainen  	vuálááš  vuáláá      	vuálááš	alainen					vuáláá		
-alainen  	-vuálásâš  -vuálásii      	-vuálásâš	-alainen					-vuálásii		
alaisuus  	vyel'nivuotâ  vyel'nivuođâ      	vyel'nivuotâ	alaisuus					vyel'nivuođâ		
alakerta  	vye'Likerdi  -keerdi      	vye'Li	ala			kerdi	kerta	-keerdi		
alakoulu  	vye'Liškovlâ  -škoovlâ      	vye'Li	ala			škovlâ	koulu	-škoovlâ		
alakuloinen  	šlunde  šlu'nde;    (olla alakuloinen) snuvláđ snuvláám; (tulla alakuloiseksi) šlundođ šlu'ndom, snuvlâgiđ snuuvlâg  	šlunde	ala		(olla alakuloinen) snuvláđ snuvláám; (tulla alakuloiseksi) šlundođ šlu'ndom, snuvlâgiđ snuuvlâg		kuloinen	šlu'nde;		
alakuloisuus  	šlundevuotâ  šlundevuođâ      	šlundevuotâ	ala				kuloisuus	šlundevuođâ		
alakuu  	nohheemááNu  -máánu      	nohhee	ala			mááNu	kuu	-máánu		
alaleuka  	uálul  uállul,  käibi kääibi    	uálul	ala	käibi kääibi			leuka	uállul,		
alaleukaluu  	uáLutähti  -täävti  ~ uá'lultähti -täävti    	uáLu	ala	~ uá'lultähti -täävti		tähti	leukaluu	-täävti		
alamäki  	miä'tálâh  miä'táluv      	miä'tálâh	ala				mäki	miä'táluv		
alanko  	vye'Lieennâm,    vuá'Ládâh vuá'Láduv    	vye'Li	alanko	vuá'Ládâh vuá'Láduv		eennâm,				
alaonttolaskimo  	vye'Liváimumorčče  -morče      	vye'Li	ala			váimumorčče	onttolaskimo	-morče		
alapaine  	vye'Liteedâ  -tedduu      	vye'Li	ala			teedâ	paine	-tedduu		
alapaula  (esim. verkossa)	vye'Lirešmi  -reešmi      	vye'Li	ala			rešmi	paula	-reešmi		(esim. verkossa)
alapuoli  	vye'LipeeLi  -pele;    (alapuolella, -lta) vuoluubeln; (alapuolelle) vuoluubel; (tuulen alapuoli, alapuolella, -lta) miä'đáábeln; (tuulen alapuolelle) miä'đáábel  	vye'Li	ala		(alapuolella, -lta) vuoluubeln; (alapuolelle) vuoluubel; (tuulen alapuoli, alapuolella, -lta) miä'đáábeln; (tuulen alapuolelle) miä'đáábel	peeLi	puoli	-pele;		
alarotu  	vye'LinääLi  -nääli ~ -näle      	vye'Li	ala			nääLi	rotu	-nääli ~ -näle		
alas  	vuálás~vuálus ~ vuá'los         	vuálás~vuálus ~ vuá'los 	alas							
alasin  (esim. pajassa)	áálááš,    terppâmvuálááš -vuáláá    	áálááš,	alasin	terppâmvuálááš -vuáláá						(esim. pajassa)
alasin  (kuuloluu)	peljistäđđee        	pelji	alasin			stäđđee				(kuuloluu)
alaspäin  	vuá'lás-~vuá'lus-~vuá'loso'ivij,    vuá'lás-~vuá'lus-~vuá'loskulij    	vuá'lás-~vuá'lus-~vuá'los	alas	vuá'lás-~vuá'lus-~vuá'loskulij		o'ivij,	päin			
alassuin  	kommood,    koMo-    	kommood,	alas	koMo-			suin			
alasti  	piät'táá;      (kulkea alasti) riččáđ riččáám  	piät'táá;	alasti		(kulkea alasti) riččáđ riččáám					
alastomuus  	pie'tittemesvuotâ  pie'tittemesvuođâ      	pie'tittemesvuotâ	alastomuus					pie'tittemesvuođâ		
alaston  	pie'tittem  # -es,  piät'táá # -s;  (naku, etenkin lapsista) ričče riče; (karvaton, erit. linnunpoikasista tms.) pääljis páljás # pä'ljis  	pie'tittem	alaston	piät'táá # -s;	(naku, etenkin lapsista) ričče riče; (karvaton, erit. linnunpoikasista tms.) pääljis páljás # pä'ljis			# -es,		
alati  	ohtânmaanoost,    ovttuu    	ohtân	alati	ovttuu		maanoost,				
alatukivarsi  	vye'Licaggeverdi  -veerdi      	vye'Li	ala			caggeverdi	tukivarsi	-veerdi		
alava  	vye'Ligâš  vye'Ligáá      	vye'Ligâš	alava					vye'Ligáá		
alavatsa  	čuávjivuálááš  -vuáláá      	čuávji	ala			vuálááš	vatsa	-vuáláá		
alaviistoon  	vuá'luskárŋá,    vuá'lusvinnood~-vinnjood    	vuá'lus	ala	vuá'lusvinnood~-vinnjood		kárŋá,	viistoon			
alaviite  	vye'Ličujos  -čuijoos      	vye'Li	ala			čujos	viite	-čuijoos		
alekkain  	vuá'LáluVâi        	vuá'LáluVâi	alekkain							
alemmuus  	vye'livuotâ  vye'livuođâ      	vye'livuotâ	alemmuus					vye'livuođâ		
alemmuuskompleksi  	vye'livuotkompleks        	vye'livuot	alemmuus			kompleks	kompleksi			
alempaa, alempana  	vyeliláá        	vyeliláá	alempaa, alempana							
alempi  	vyeleeb;    (vähän) vye'lebâš vye'lebáá    	vyeleeb;	alempi	(vähän) vye'lebâš vye'lebáá						
alennus  	vuá'ládâs        	vuá'ládâs	alennus							
alennusmyynti  	vuá'ládâsvyeb'dim        	vuá'ládâs	alennus			vyeb'dim	myynti			
alentaa  	vye'lediđ  vyeleed;  (hintaa) hä'lbidiđ häälbid    	vye'lediđ	alentaa	(hintaa) hä'lbidiđ häälbid				vyeleed;		
alentua, aleta  	vuá'Lániđ  vuállán      	vuá'Lániđ	alentua, aleta					vuállán		
alfanumerinen  	alfanummeerlâš  -nummeerlii      	alfa	alfa			nummeerlâš	numerinen	-nummeerlii		
alhaalla, alhaalta  	vyellin        	vyellin	alhaalla, alhaalta							
alhainen  	vye'Ligâš  vye'Ligáá # vye'ligâs      	vye'Ligâš	alhainen					vye'Ligáá # vye'ligâs		
alhaisuus  	vye'Ligâsvuotâ  vye'Ligâsvuođâ      	vye'Ligâsvuotâ	alhaisuus					vye'Ligâsvuođâ		
aliarvioida  	ucášiđ  uccááš;  (pitää huonona aiheetta, panna halvalla) huánnuđ huá'num~huánum; (pitää huonona) hálbášiđ; (ylenkatsoa) pajeluukeččâđ    	ucášiđ	ali	(pitää huonona aiheetta, panna halvalla) huánnuđ huá'num~huánum; (pitää huonona) hálbášiđ; (ylenkatsoa) pajeluukeččâđ			arvioida	uccááš;		
